mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
17.5951078414917,0.10251828540976736,0.015705156326293945,0.0001614440207444993,logistic,0.0001,200,[200],adaptive,0.020999999999999998,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 200, 'hidden_layer_sizes': array([200]), 'learning_rate': 'adaptive', 'learning_rate_init': 0.020999999999999998, 'solver': 'sgd'}",0.6478,0.6512,0.6258,0.6258,0.6284,0.6357999999999999,0.011277588394687942,284
0.5017329692840576,0.022258674820208872,0.003327608108520508,0.006165499617124047,logistic,0.0001,250,[50],constant,0.001,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([50]), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.4998,0.4698,0.5,0.5004,0.502,0.4944,0.012324284969116868,956
7.5758342266082765,0.05808167490802864,0.003125619888305664,0.006251239776611328,logistic,0.0001,250,[50],constant,0.011,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([50]), 'learning_rate': 'constant', 'learning_rate_init': 0.011, 'solver': 'sgd'}",0.5976,0.6004,0.59,0.586,0.584,0.5915999999999999,0.006404998048399423,378
6.180044889450073,2.7615039803770456,0.0031298160552978515,0.006259632110595704,logistic,0.0001,250,[50],constant,0.020999999999999998,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([50]), 'learning_rate': 'constant', 'learning_rate_init': 0.020999999999999998, 'solver': 'sgd'}",0.5,0.6442,0.6146,0.6202,0.6252,0.60084,0.051393291390997714,367
0.4909646511077881,0.03284876620442684,0.006251049041748047,0.007655940374979126,logistic,0.0001,250,[50],invscaling,0.001,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([50]), 'learning_rate': 'invscaling', 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.4842,0.4954,0.5262,0.4766,0.5204,0.50056,0.019592815009589596,885
0.49162778854370115,0.04346496827973326,0.0009019374847412109,0.0018038749694824219,logistic,0.0001,250,[50],invscaling,0.011,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([50]), 'learning_rate': 'invscaling', 'learning_rate_init': 0.011, 'solver': 'sgd'}",0.4978,0.5,0.5004,0.5,0.5,0.49964,0.0009329523031752329,909
0.6525207042694092,0.09223972407624159,0.009380769729614259,0.007659368346702696,logistic,0.0001,250,[50],invscaling,0.020999999999999998,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([50]), 'learning_rate': 'invscaling', 'learning_rate_init': 0.020999999999999998, 'solver': 'sgd'}",0.5002,0.5008,0.503,0.499,0.5028,0.50116,0.0015357083056362051,876
2.606343078613281,0.06098413237073694,0.003122282028198242,0.006244564056396484,logistic,0.0001,250,[50],adaptive,0.001,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([50]), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.4604,0.513,0.528,0.4744,0.4966,0.49448,0.024640324673185634,954
6.012809753417969,1.9621123139958223,0.0018017292022705078,0.0036034584045410156,logistic,0.0001,250,[50],adaptive,0.011,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([50]), 'learning_rate': 'adaptive', 'learning_rate_init': 0.011, 'solver': 'sgd'}",0.548,0.5454,0.5908,0.5864,0.584,0.57092,0.019912448367792435,431
7.580567169189453,0.09083854115325306,0.008153295516967774,0.007019673194139647,logistic,0.0001,250,[50],adaptive,0.020999999999999998,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([50]), 'learning_rate': 'adaptive', 'learning_rate_init': 0.020999999999999998, 'solver': 'sgd'}",0.637,0.6394,0.625,0.6206,0.6262,0.62964,0.007273403604915637,322
0.7310579776763916,0.025470860464646028,0.012503480911254883,0.006251757770062089,logistic,0.0001,250,[100],constant,0.001,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([100]), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.4998,0.5,0.5,0.5098,0.5002,0.50196,0.003922040285361701,868
9.009312057495118,3.4394984420555983,0.013981771469116212,0.0021125498865101466,logistic,0.0001,250,[100],constant,0.011,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([100]), 'learning_rate': 'constant', 'learning_rate_init': 0.011, 'solver': 'sgd'}",0.5956,0.5584,0.5808,0.59,0.5836,0.58168,0.01272327001992805,413
10.827035045623779,0.07187145407996341,0.004523658752441406,0.006172506868371509,logistic,0.0001,250,[100],constant,0.020999999999999998,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([100]), 'learning_rate': 'constant', 'learning_rate_init': 0.020999999999999998, 'solver': 'sgd'}",0.6412,0.6472,0.621,0.61,0.6248,0.6288400000000001,0.013583755003679948,324
0.7027491569519043,0.03901211978689663,0.003127288818359375,0.006254577636718749,logistic,0.0001,250,[100],invscaling,0.001,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([100]), 'learning_rate': 'invscaling', 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.5,0.5002,0.5002,0.5,0.5,0.50008,9.797958971131634e-05,894
0.8742507934570313,0.17575426530799118,0.006251478195190429,0.007656466544546527,logistic,0.0001,250,[100],invscaling,0.011,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([100]), 'learning_rate': 'invscaling', 'learning_rate_init': 0.011, 'solver': 'sgd'}",0.5,0.4998,0.5002,0.5014,0.5,0.50028,0.0005741080037762731,888
0.8752587795257568,0.07576495617474502,0.006255340576171875,0.0076611982126480556,logistic,0.0001,250,[100],invscaling,0.020999999999999998,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([100]), 'learning_rate': 'invscaling', 'learning_rate_init': 0.020999999999999998, 'solver': 'sgd'}",0.4478,0.4976,0.4906,0.521,0.527,0.4968,0.028063356891149017,943
3.710661602020264,0.07573518392350058,0.0,0.0,logistic,0.0001,250,[100],adaptive,0.001,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([100]), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.5412,0.5306,0.5414,0.5296,0.5268,0.53392,0.0061535030673592755,645
8.588252878189087,2.6460656313988946,0.009779071807861328,0.00801857537806183,logistic,0.0001,250,[100],adaptive,0.011,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([100]), 'learning_rate': 'adaptive', 'learning_rate_init': 0.011, 'solver': 'sgd'}",0.6006,0.541,0.5784,0.5808,0.546,0.56936,0.02253225243955871,436
11.095367050170898,0.4762354652991884,0.009380865097045898,0.0076594457977746016,logistic,0.0001,250,[100],adaptive,0.020999999999999998,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([100]), 'learning_rate': 'adaptive', 'learning_rate_init': 0.020999999999999998, 'solver': 'sgd'}",0.639,0.647,0.6224,0.6104,0.6302,0.6297999999999999,0.012741742424017207,319
0.9667139530181885,0.12782303926312286,0.015103530883789063,0.0010483050403824966,logistic,0.0001,250,[150],constant,0.001,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([150]), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.5,0.5032,0.4992,0.5002,0.5,0.5005200000000001,0.0013833293172632443,886
6.126428031921387,5.961545395672275,0.006253480911254883,0.007658919425867863,logistic,0.0001,250,[150],constant,0.011,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([150]), 'learning_rate': 'constant', 'learning_rate_init': 0.011, 'solver': 'sgd'}",0.5,0.5174,0.5914,0.565,0.5192,0.5386,0.03406041690878138,618
13.628446102142334,0.08751442568519165,0.009375667572021485,0.007655200525876085,logistic,0.0001,250,[150],constant,0.020999999999999998,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([150]), 'learning_rate': 'constant', 'learning_rate_init': 0.020999999999999998, 'solver': 'sgd'}",0.6406,0.6468,0.6146,0.6246,0.633,0.63192,0.011414797413883423,311
0.9128902912139892,0.0390354750836963,0.006251859664916992,0.007656933417979849,logistic,0.0001,250,[150],invscaling,0.001,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([150]), 'learning_rate': 'invscaling', 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.5,0.4774,0.4984,0.5004,0.5026,0.49576000000000003,0.00927741343263305,949
1.0086025714874267,0.05966071586118391,0.009963417053222656,0.005912818048344225,logistic,0.0001,250,[150],invscaling,0.011,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([150]), 'learning_rate': 'invscaling', 'learning_rate_init': 0.011, 'solver': 'sgd'}",0.5046,0.4968,0.4936,0.5086,0.4968,0.50008,0.005595140748899912,894
1.0043258190155029,0.05645163022605657,0.015626907348632812,5.587343343518077e-06,logistic,0.0001,250,[150],invscaling,0.020999999999999998,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([150]), 'learning_rate': 'invscaling', 'learning_rate_init': 0.020999999999999998, 'solver': 'sgd'}",0.53,0.5328,0.5252,0.539,0.4912,0.5236400000000001,0.01682303183139116,712
4.546248817443848,0.07309372855312474,0.01147613525390625,0.006070878470912319,logistic,0.0001,250,[150],adaptive,0.001,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 250, 'hidden_layer_sizes': array([150]), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.512,0.448,0.5182,0.5168,0.489,0.4968,0.026575477418101075,943
